symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
XRPEUR,0.00280000,0.601,0.46588167,0.46630000,0.46870000,19.00000000,0.46880000,321.00000000,0.46890000,18170.00000000,0.46590000,0.47330000,0.45760000,1670427.00000000,778221.31430000,1694760201170,1694846601170,22094137,22098083,3947
EURBUSD,-0.00050000,-0.047,1.06511918,1.06550000,1.06500000,1226.50000000,1.06490000,5851.00000000,1.06500000,821.80000000,1.06550000,1.06710000,1.06330000,386556.40000000,411728.63642000,1694759950212,1694846350212,37972378,37975286,2909
EURUSDT,-0.00070000,-0.066,1.06495280,1.06540000,1.06480000,127.30000000,1.06470000,291103.10000000,1.06480000,185347.70000000,1.06550000,1.06690000,1.06300000,14793175.40000000,15754033.57960000,1694760200011,1694846600011,100775139,100826109,50971
OGNBNB,0.00000000,0.000,0.00000000,0.00038300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
OGNBTC,-0.00000012,-3.324,0.00000355,0.00000361,0.00000349,2103.00000000,0.00000349,11338.00000000,0.00000350,49086.00000000,0.00000361,0.00000365,0.00000346,2120445.00000000,7.53787080,1694760201574,1694846601574,11941351,11943163,1813
OGNUSDT,-0.00370000,-3.850,0.09437715,0.09600000,0.09240000,150.00000000,0.09230000,92018.00000000,0.09240000,1236.00000000,0.09610000,0.09740000,0.09170000,93740017.00000000,8846915.70630000,1694760180745,1694846580745,56559230,56591428,32199
DREPBNB,0.00000000,0.000,0.00000000,0.00009380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
DREPBTC,0.00000014,1.591,0.00000886,0.00000877,0.00000894,139.00000000,0.00000892,865.00000000,0.00000894,600.00000000,0.00000880,0.00000897,0.00000872,106372.00000000,0.94205687,1694760184736,1694846584736,5033872,5036844,2973
DREPUSDT,0.00320000,1.371,0.23447858,0.23310000,0.23660000,62.00000000,0.23640000,7230.00000000,0.23660000,258.00000000,0.23340000,0.24030000,0.23110000,1959509.00000000,459462.89500000,1694760184851,1694846584851,21733011,21737407,4397
BULLUSDT,0.00000000,0.000,0.00000000,1370.28000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BULLBUSD,0.00000000,0.000,0.00000000,1368.56000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BEARUSDT,0.00000000,0.000,0.00000000,11.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BEARBUSD,0.00000000,0.000,0.00000000,11.14000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ETHBULLUSDT,0.00000000,0.000,0.00000000,79.18000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ETHBULLBUSD,0.00000000,0.000,0.00000000,78.46000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ETHBEARUSDT,0.00000000,0.000,0.00000000,12.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ETHBEARBUSD,0.00000000,0.000,0.00000000,12.24000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TCTBNB,0.00000000,0.000,0.00000000,0.00041860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TCTBTC,0.00000000,0.000,0.00000000,0.00000016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TCTUSDT,0.00000000,0.000,0.00000000,0.00312000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WRXBNB,0.00000000,0.000,0.00000000,0.00039800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WRXBTC,0.00000000,0.000,0.00000000,0.00000455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WRXUSDT,0.00130000,1.398,0.09313120,0.09300000,0.09430000,441.20000000,0.09420000,17319.50000000,0.09430000,7720.70000000,0.09300000,0.09540000,0.09170000,1806077.90000000,168202.19446000,1694760188895,1694846588895,43491296,43494692,3397
ICXBUSD,0.00910000,5.492,0.17276471,0.16580000,0.17480000,610.00000000,0.17380000,4051.80000000,0.17420000,6903.90000000,0.16570000,0.17790000,0.16480000,201989.10000000,34896.58848000,1694760200596,1694846600596,7098786,7099168,383
BTSUSDT,0.00012000,1.354,0.00893649,0.00886000,0.00898000,1590.10000000,0.00898000,3992.10000000,0.00899000,1590.10000000,0.00886000,0.00913000,0.00878000,21674297.90000000,193692.22430600,1694760130481,1694846530481,18441806,18445073,3268
BTSBUSD,0.00000000,0.000,0.00000000,0.01930000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LSKUSDT,0.01700000,2.361,0.73360498,0.72000000,0.73700000,10.50000000,0.73700000,546.30000000,0.73800000,42.80000000,0.72000000,0.74400000,0.71400000,214580.70000000,157417.46950000,1694760179544,1694846579544,15425692,15427865,2174
BNTUSDT,0.03770000,9.532,0.43476545,0.39550000,0.43320000,36.10000000,0.43320000,155.40000000,0.43340000,3961.90000000,0.39550000,0.46360000,0.39240000,21336387.30000000,9276323.96291000,1694760200963,1694846600963,14344513,14388163,43651
BNTBUSD,-0.00270000,-0.745,0.36254864,0.36360000,0.35990000,55.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36260000,0.36600000,0.35910000,53945.90000000,19558.01291000,1691031608984,1691118008984,1451781,1451981,201
LTOBNB,0.00000000,0.000,0.00000000,0.00248000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LTOBTC,0.00000001,0.474,0.00000209,0.00000212,0.00000212,2997.00000000,0.00000211,6783.00000000,0.00000212,7466.00000000,0.00000211,0.00000212,0.00000206,337341.00000000,0.70647857,1694760082562,1694846482562,9869797,9870811,1015
LTOUSDT,0.00000000,0.000,0.05542662,0.05620000,0.05600000,834.00000000,0.05590000,5504.00000000,0.05600000,18205.00000000,0.05600000,0.05690000,0.05480000,4332618.00000000,240142.38460000,1694760099287,1694846499287,28005846,28007819,1974
ATOMBUSD,0.20700000,3.005,6.90841665,6.89400000,7.09600000,1.77000000,7.09600000,1.77000000,7.09700000,153.65000000,6.88900000,7.14600000,6.75900000,83291.49000000,575412.31667000,1694760160612,1694846560612,37962956,37967783,4828
DASHBUSD,0.30000000,1.175,25.63722571,25.56000000,25.83000000,2.27400000,0.00000000,0.00000000,0.00000000,0.00000000,25.53000000,25.94000000,25.32000000,469.98700000,12049.16280000,1694660412225,1694746812225,5922471,5922682,212
NEOBUSD,0.08000000,1.099,7.35092055,7.30000000,7.36000000,32.70000000,7.35000000,575.83000000,7.37000000,964.18000000,7.28000000,7.47000000,7.23000000,3552.54000000,26114.43930000,1694760200813,1694846600813,7455369,7455676,308
WAVESBUSD,0.02900000,1.853,1.58046733,1.56600000,1.59400000,81.76000000,1.59100000,5885.61000000,1.59300000,70.98000000,1.56500000,1.62600000,1.55200000,113606.86000000,179551.93029000,1694760200593,1694846600593,12599207,12600377,1171
XTZBUSD,0.02800000,4.262,0.66497736,0.65800000,0.68500000,483.60000000,0.68300000,409.90000000,0.68500000,1095.30000000,0.65700000,0.68800000,0.65400000,31414.20000000,20889.73190000,1694760200346,1694846600346,11604639,11604855,217
EOSBULLUSDT,0.00000000,0.000,0.00000000,3.85000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EOSBULLBUSD,0.00000000,0.000,0.00000000,3.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EOSBEARUSDT,0.00000000,0.000,0.00000000,30.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
EOSBEARBUSD,0.00000000,0.000,0.00000000,29.81000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBULLUSDT,0.00000000,0.000,0.00000000,8.74000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBULLBUSD,0.00000000,0.000,0.00000000,8.78000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBEARUSDT,0.00000000,0.000,0.00000000,548.55000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
XRPBEARBUSD,0.00000000,0.000,0.00000000,547.33000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BATBUSD,0.00220000,1.304,0.16952857,0.16850000,0.17090000,132.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16870000,0.17280000,0.16730000,82819.00000000,14040.18660000,1694062809911,1694149209911,6068424,6068635,212
ENJBUSD,0.00920000,4.126,0.22732053,0.22290000,0.23220000,54.00000000,0.23220000,429.60000000,0.23250000,53.90000000,0.22300000,0.23630000,0.22200000,702964.90000000,159798.35254000,1694760189115,1694846589115,17719351,17722324,2974
NANOBUSD,0.00000000,0.000,0.00000000,2.22500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ONTBUSD,0.00580000,3.630,0.16318692,0.16020000,0.16560000,155.00000000,0.16560000,187.00000000,0.16570000,3707.00000000,0.15980000,0.16780000,0.15940000,247526.00000000,40393.00660000,1694760173180,1694846573180,6278099,6278806,708
RVNBUSD,0.00053000,3.581,0.01507370,0.01489000,0.01533000,5378.20000000,0.01522000,6570.30000000,0.01526000,722.00000000,0.01480000,0.01550000,0.01475000,657881.80000000,9916.71195800,1694760030648,1694846430648,6821326,6821511,186
STRATBUSD,0.00000000,0.000,0.00000000,0.49150000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATBNB,0.00000000,0.000,0.00000000,0.01900000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STRATUSDT,0.00000000,0.000,0.00000000,0.49040000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
AIONBUSD,0.00000000,0.000,0.00000000,0.07210000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
AIONUSDT,0.00000000,0.000,0.00000000,0.00943000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MBLBNB,0.00000000,0.000,0.00000000,0.00001202,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MBLBTC,0.00000000,0.000,0.00000000,0.00000005,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MBLUSDT,0.00011100,4.111,0.00277641,0.00270100,0.00281100,53361.00000000,0.00281400,263335.00000000,0.00281700,21267.00000000,0.00270000,0.00284700,0.00268800,124660276.00000000,346108.24629700,1694760154437,1694846554437,31565454,31568298,2845
COTIBNB,0.00000720,3.704,0.00019917,0.00019450,0.00020160,1181.00000000,0.00020070,8274.00000000,0.00020200,8000.00000000,0.00019440,0.00020330,0.00019300,105998.00000000,21.11205550,1694760191634,1694846591634,2153686,2153775,90
COTIBTC,0.00000008,5.128,0.00000160,0.00000156,0.00000164,5468.00000000,0.00000163,10556.00000000,0.00000164,25009.00000000,0.00000156,0.00000165,0.00000154,669621.00000000,1.07084328,1694760197907,1694846597907,16122581,16123555,975
COTIUSDT,0.00190000,4.600,0.04225498,0.04130000,0.04320000,585110.00000000,0.04310000,1930623.00000000,0.04320000,82329.00000000,0.04130000,0.04400000,0.04090000,24397200.00000000,1030903.14420000,1694760201246,1694846601246,59030179,59038807,8629
ALGOBUSD,0.00340000,3.629,0.09483283,0.09370000,0.09710000,130.00000000,0.09710000,2831.00000000,0.09720000,260.00000000,0.09370000,0.09810000,0.09300000,1915788.00000000,181679.59510000,1694760152381,1694846552381,19396658,19399701,3044
BTTBUSD,0.00000000,0.000,0.00000000,0.00277800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
TOMOBUSD,0.01270000,1.072,1.20947616,1.18380000,1.19770000,268.00000000,1.19780000,83.40000000,1.19990000,8.80000000,1.18500000,1.23690000,1.18380000,64131.80000000,77565.88350000,1694760193416,1694846593416,4090594,4091316,723
XMRBUSD,-2.50000000,-1.685,147.46513940,148.50000000,145.90000000,0.21600000,145.80000000,5.70600000,146.00000000,3.04700000,148.40000000,148.40000000,145.90000000,641.53800000,94604.49060000,1694760197899,1694846597899,6804472,6805179,708
ZECBUSD,0.38000000,1.472,25.88055352,25.85000000,26.20000000,0.38200000,26.19000000,7.09000000,26.22000000,6.50000000,25.82000000,26.50000000,25.30000000,2505.31700000,64838.99071000,1694760201294,1694846601294,8671344,8671860,517
BNBBULLUSDT,0.00000000,0.000,0.00000000,57.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBBULLBUSD,0.00000000,0.000,0.00000000,58.37000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBBEARUSDT,0.00000000,0.000,0.00000000,58.61000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBBEARBUSD,0.00000000,0.000,0.00000000,57.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STPTBNB,0.00000000,0.000,0.00000000,0.00067000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
STPTBTC,0.00000025,14.620,0.00000189,0.00000171,0.00000196,52.00000000,0.00000195,14851.00000000,0.00000196,3715.00000000,0.00000171,0.00000197,0.00000171,3128041.00000000,5.90314971,1694760196176,1694846596176,4819609,4820893,1285
STPTUSDT,0.00654000,14.424,0.04919030,0.04534000,0.05188000,2542.50000000,0.05182000,10514.00000000,0.05190000,11045.10000000,0.04534000,0.05247000,0.04522000,35482753.00000000,1745407.09084100,1694760196094,1694846596094,18162688,18178145,15458
BTCZAR,-1707.00000000,-0.331,516156.70061694,516400.00000000,514693.00000000,0.00468000,514688.00000000,0.00354000,514841.00000000,0.00755000,516400.00000000,522147.00000000,511823.00000000,5.75587000,2970930.86838000,1694760201003,1694846601003,1274889,1275673,785
ETHZAR,188.00000000,0.594,31729.99264375,31603.00000000,31841.00000000,0.92870000,31823.00000000,0.08340000,31840.00000000,0.12930000,31653.00000000,32158.00000000,31478.00000000,67.42570000,2139416.96500000,1694760164193,1694846564193,226099,226426,328
BNBZAR,0.00000000,0.000,0.00000000,5000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
USDTZAR,0.02000000,0.103,19.49505188,19.40000000,19.45000000,415.00000000,19.44000000,3079.00000000,19.45000000,21173.00000000,19.43000000,19.59000000,19.40000000,289025.00000000,5634557.37000000,1694760200791,1694846600791,463687,465833,2147
BUSDZAR,0.02000000,0.103,19.50992652,19.42000000,19.44000000,393.00000000,19.43000000,1780.00000000,19.44000000,20023.00000000,19.42000000,19.58000000,19.42000000,51714.00000000,1008936.34000000,1694760194199,1694846594199,414556,414738,183
BTCBKRW,0.00000000,0.000,0.00000000,42029197.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ETHBKRW,0.00000000,0.000,0.00000000,1277799.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
BNBBKRW,0.00000000,0.000,0.00000000,44687.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
WTCUSDT,0.00550000,3.777,0.14751921,0.14540000,0.15110000,72.00000000,0.15120000,143.00000000,0.15160000,1319.00000000,0.14560000,0.15240000,0.14500000,1383334.00000000,204068.33990000,1694760180985,1694846580985,17092412,17094247,1836
DATABUSD,0.00121000,5.718,0.02244378,0.02116000,0.02237000,491.80000000,0.02226000,3081.50000000,0.02243000,491.70000000,0.02116000,0.02600000,0.02061000,2198073.20000000,49333.07957200,1694760201298,1694846601298,7811342,7811714,373
DATAUSDT,0.00137000,6.530,0.02215097,0.02098000,0.02235000,3323.10000000,0.02232000,23182.90000000,0.02236000,3597.60000000,0.02098000,0.02327000,0.02079000,56360376.10000000,1248437.09069700,1694760201428,1694846601428,26400220,26411987,11768
XZCUSDT,0.00000000,0.000,0.00000000,4.44600000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
SOLBNB,-0.00040000,-0.446,0.08945001,0.08970000,0.08930000,2.66000000,0.08920000,78.26000000,0.08930000,114.51000000,0.08970000,0.09060000,0.08760000,7618.41000000,681.46683200,1694760201217,1694846601217,10359127,10361011,1885
SOLBTC,0.00000600,0.836,0.00071734,0.00071810,0.00072410,1.02000000,0.00072410,4.28000000,0.00072420,0.21000000,0.00071810,0.00072860,0.00070420,119156.56000000,85.47612940,1694760200029,1694846600029,73896055,73926406,30352
SOLUSDT,0.10000000,0.524,19.04987585,19.08000000,19.18000000,112.35000000,19.17000000,492.72000000,19.18000000,1835.34000000,19.08000000,19.50000000,18.55000000,2220901.07000000,42307889.66120000,1694760201566,1694846601566,378282292,378368969,86678
SOLBUSD,0.11000000,0.577,19.05923748,19.09000000,19.19000000,57.85000000,19.18000000,0.81000000,19.19000000,1149.24000000,19.08000000,19.50000000,18.56000000,395297.33000000,7534065.68590000,1694760199298,1694846599298,127452135,127473251,21117
BTCIDRT,0.00,0.000,0.00,693891182.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689573709926,1689660109926,-1,-1,0
BNBIDRT,0.00,0.000,0.00,4286985.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689573709926,1689660109926,-1,-1,0
USDTIDRT,-28.00,-0.182,15386.49,15397.00,15369.00,15.00000000,15369.00,1.00000000,15391.00,162.00000000,15397.00,15400.00,15368.00,178665.00000000,2749026895.00,1694759981842,1694846381842,2927360,2927852,493
BUSDIDRT,0.00,0.000,0.00,14389.00,0.00,0.00000000,0.00,0.00000000,0.00,0.00000000,0.00,0.00,0.00,0.00000000,0.00,1689573709926,1689660109926,-1,-1,0
CTSIBTC,0.00000018,3.822,0.00000483,0.00000471,0.00000489,65.00000000,0.00000487,6818.00000000,0.00000489,2757.00000000,0.00000471,0.00000492,0.00000469,878195.00000000,4.24567593,1694760200890,1694846600890,10786295,10787226,932
CTSIUSDT,0.00420000,3.355,0.12803840,0.12520000,0.12940000,22192.00000000,0.12920000,20987.00000000,0.12940000,1176.00000000,0.12520000,0.13130000,0.12430000,49940018.00000000,6394240.19380000,1694760200716,1694846600716,40083990,40107931,23942
CTSIBNB,0.00001200,2.034,0.00059921,0.00058800,0.00060200,3242.00000000,0.00060000,5117.00000000,0.00060500,5015.00000000,0.00059000,0.00061200,0.00058700,219414.00000000,131.47420600,1694760200396,1694846600396,4162723,4162894,172
CTSIBUSD,0.00430000,3.443,0.12800000,0.12560000,0.12920000,795.00000000,0.12920000,457.00000000,0.12960000,6743.00000000,0.12490000,0.13160000,0.12440000,1308914.00000000,167540.99500000,1694760201633,1694846601633,8980293,8981490,1198
HIVEBNB,0.00000000,0.000,0.00000000,0.00429000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
HIVEBTC,0.00000057,5.263,0.00001117,0.00001086,0.00001140,800.00000000,0.00001140,334.00000000,0.00001143,292.00000000,0.00001083,0.00001153,0.00001079,234959.00000000,2.62331769,1694760190387,1694846590387,7277395,7278802,1408
HIVEUSDT,0.01440000,4.998,0.29627497,0.28840000,0.30250000,30.00000000,0.30210000,160.00000000,0.30260000,605.00000000,0.28810000,0.30720000,0.28420000,1583236.00000000,469073.20040000,1694760199354,1694846599354,21717723,21722618,4896
CHRBNB,0.00001140,2.336,0.00050027,0.00048580,0.00049940,38.00000000,0.00049720,215.00000000,0.00049940,4477.00000000,0.00048800,0.00050740,0.00048760,182352.00000000,91.22548620,1694760146495,1694846546495,4780480,4780890,411
CHRBTC,0.00000014,3.599,0.00000402,0.00000389,0.00000403,382.00000000,0.00000403,5127.00000000,0.00000405,4428.00000000,0.00000389,0.00000410,0.00000387,464324.00000000,1.86472294,1694760171029,1694846571029,10968371,10968932,562
CHRUSDT,0.00370000,3.578,0.10643090,0.10340000,0.10710000,1504.00000000,0.10700000,45381.00000000,0.10710000,7833.00000000,0.10340000,0.10940000,0.10310000,16731555.00000000,1780754.39720000,1694760176847,1694846576847,73477411,73489513,12103
BTCUPUSDT,-0.02600000,-0.541,4.78814796,4.80400000,4.77800000,11.58000000,4.77500000,105.22000000,4.77900000,69.88000000,4.80400000,4.94000000,4.66500000,52520.32000000,251475.06307000,1694760154119,1694846554119,28677350,28681690,4341
BTCDOWNUSDT,0.00007400,0.836,0.00888874,0.00885000,0.00892400,2462.62000000,0.00892100,2520.65000000,0.00892300,91749.51000000,0.00885000,0.00912100,0.00862000,73068658.72000000,649488.43308597,1694760169501,1694846569501,37603958,37610835,6878
GXSUSDT,0.00000000,0.000,0.00000000,1.79230000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
ARDRUSDT,0.00280000,4.480,0.06364329,0.06260000,0.06530000,271.00000000,0.06520000,12408.00000000,0.06530000,10936.00000000,0.06250000,0.06540000,0.06210000,2206747.00000000,140444.63420000,1694760140278,1694846540278,10653046,10654696,1651
ERDBUSD,0.00000000,0.000,0.00000000,0.01966100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
LENDUSDT,0.00000000,0.000,0.00000000,0.51431000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
HBARBUSD,0.00090000,1.789,0.05080974,0.05030000,0.05120000,11132.00000000,0.05120000,17594.00000000,0.05130000,34184.00000000,0.05030000,0.05240000,0.04960000,3844784.00000000,195352.45930000,1694760200212,1694846600212,10779176,10780636,1461
MATICBUSD,0.00860000,1.645,0.52491773,0.52300000,0.53140000,849.10000000,0.53160000,47.30000000,0.53170000,3120.50000000,0.52280000,0.53600000,0.51510000,3518162.70000000,1846745.98295000,1694760200783,1694846600783,90082380,90089995,7616
WRXBUSD,0.00070000,0.749,0.09332443,0.09410000,0.09420000,1621.50000000,0.09410000,1062.60000000,0.09440000,8264.30000000,0.09350000,0.09660000,0.09150000,394136.80000000,36782.59098000,1694759032873,1694845432873,6619808,6620184,377
ZILBUSD,0.00061000,3.794,0.01630793,0.01611000,0.01669000,3300.00000000,0.01670000,57911.50000000,0.01672000,1364.40000000,0.01608000,0.01687000,0.01599000,8998663.00000000,146749.55024300,1694760187434,1694846587434,13291811,13292419,609
MDTBNB,0.00000000,0.000,0.00000000,0.00073720,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689573709926,1689660109926,-1,-1,0
MDTBTC,0.00000009,5.294,0.00000177,0.00000170,0.00000179,131.00000000,0.00000178,2651.00000000,0.00000179,112138.00000000,0.00000170,0.00000183,0.00000170,6282812.00000000,11.09430561,1694760201697,1694846601697,5365303,5367872,2570
MDTUSDT,0.00210000,4.656,0.04691041,0.04506000,0.04720000,5932.20000000,0.04717000,8831.70000000,0.04721000,307.70000000,0.04510000,0.05000000,0.04508000,129388349.40000000,6069661.07768600,1694760201431,1694846601431,31012233,31042971,30739
